polis_rank,bridging_rank,approval_rate,polis_score,bridging_score,comment
42,255,89.2%,0.7768664211583529,0.0028836190124501824,"people need to understand that a STOP sign means STOP, not just slow down and keep going."
43,22,90.7%,0.7747926267281107,0.03834904572245141,"Cable companies need competition and not be allowed to raise rates of  customers. Once you sign on, that is your rate unless you upgrade."
44,429,92.4%,0.7733580018501388,0.0005162452264665178,Cable TV providers should include all local channels.
45,286,92.5%,0.7716872014080967,0.0020913618261228254,Educate high schoolers on their options after they graduate
46,172,89.3%,0.7714285714285715,0.007490596416784924,many parts of the By-pass can and should be widened
47,105,88.8%,0.767590618336887,0.01634321769002852,Why isn't Nashville Rd between the roundabout and Campbell Ln wider? Getting stuck there at 5 o'clock is a plague.
48,232,90.2%,0.7664233576642335,0.0037711495453895045,I should be allowed to plant flowers in my own yard where ever i want them.
49,138,87.5%,0.7654320987654321,0.0116549224172949,"Unelected school board officials should not have the power to create, add, or increase ""school taxes""."
50,103,92.7%,0.7646017699115044,0.016639819687299252,The Barren River water front needs to be improved on both sides of the river and include  canoeing and kayaking water features in the river.
51,274,93.2%,0.7642857142857143,0.0023714193464920066,"There should be more cooperation between WKU and Bowling Green, especially for things like internships and community involvement."
52,266,90.2%,0.7624288425047439,0.0024857433472579007,Oversight committees for projects such as TIF. Elected officials should not be able to sit on unelected boards.
53,84,92.0%,0.75948223961469,0.018898497708841437,Too many trees have been torn down to make way for new developments. We should re-plant more trees around Bowling Green.
54,47,89.7%,0.7582366409251426,0.027626496511948657,Spectrum should have competition and not a monopoly. Rates should be regulated by city county government
55,220,86.3%,0.7498250874562719,0.004707110181089839,"Better enforcement of traffic violations. Too many running red lights, parking in fire lanes, cell phone usage while driving"
56,21,90.9%,0.7484123686865689,0.03923123478766933,County volunteer fire departments need to be upgraded to fit the current population of Warren County.
57,141,90.2%,0.7432581177765547,0.01142604312774816,city needs to work on water run off when we have a lot of rain.. to many places flood on roadways makes driving very dangerous..
58,108,89.5%,0.7430242721710483,0.015726328351492392,It would be great if people in neighborhoods could get to know each other better and neighborhoods were like small communities of neighbors.
59,225,92.0%,0.7415254237288135,0.004439209670855868,"Bowling Green should consider a program, like Ft Worth Texas's Clean Slate, in which the homeless can earn money by cleaning up the city."
60,460,91.7%,0.7256235827664398,0.00041197026072709774,Solving the drug crisis should not mean people with health problems/injuries have to suffer with severe pain.
61,264,90.3%,0.723951048951049,0.0026120103175059322,Curbside Recycling and/or Recycle Center in South Warren County
62,250,89.3%,0.7220125786163523,0.0029567718262670695,The bypass area must be developed and utilized for new businesses and attractive structures. It is a neglected area that is losing business.
63,29,91.0%,0.7195418490382519,0.03374829959331609,The arts enrich our city.
64,140,89.8%,0.7146322446504375,0.011455463909790912,Work needs to be done on improving litter pick up and encouraging people dispose of their litter correctly.
65,145,89.6%,0.713639301874596,0.01124224507535046,"BG has a bad problem with littering.  My husband and I fill up to 5 recycle bins every week between downtown and campus, cleaning it all up."
66,261,90.2%,0.7131147540983607,0.002679281876040829,BG needs to increase recycling and trash bins around the parks and parkways to decrease trash and litter
67,606,100.0%,0.7111111111111111,1.567988384376429e-05,"Improve traffic flow throughout BG, specifically, Scottsville Rd. & consider with any proposed new developments.  Too many traffic lights."
68,114,89.8%,0.7106303307676305,0.014736483171844651,Develop a manufacturing Work training program for jail inmates that qualify
69,127,90.5%,0.7084548104956269,0.012750331172473024,Invest in the youth.
70,48,88.5%,0.706385780118499,0.026924348537849682,All schools in the county and city should work together to provide the same minimum level of education to students.
71,354,87.4%,0.7063356164383562,0.0010376743502954985,New buildings should not be built right up to the sidewalk to inhibit seeing around corners when driving.
71,352,87.3%,0.7063356164383562,0.001057747181964002,Police should not focus on Public Intoxication charges for people walking home. We should encourage people to walk -- not drive drunk.
73,3,89.1%,0.7062635605801073,0.061584136732569815,Continue downtown development to the river.  Tourists always seek out parks & restaurants near water.
74,7,90.5%,0.7025656256425487,0.05206932430245096,"Something needs to be done with the river area- river walk, park, restaurants, summer events- to give the communities ways to get together."
75,91,87.3%,0.7022314252240961,0.01795429208474583,More technical education programs for non-graduates of high school
76,183,84.9%,0.7016380127250575,0.006364848042420635,Many drivers fail to stop as traffic lights turn red.  As many as 3 cars will travel through an intersection after light has changed to red.
77,35,89.1%,0.7002858736577883,0.03121279035244883,"We should focus downtown development dollars on rehabilitation and reuse of buildings that can be done so, rather than building new."
78,349,86.6%,0.6973365617433414,0.0010811792713790107,City Annexed areas need more city services for their tax $$.
79,312,84.9%,0.6970338983050848,0.0015882729713894885,"One should not be able to literally ""buy"" their way into ability to vote in an election in a locality they do not live in.  $ don't buy vote"
80,343,88.2%,0.6934984520123838,0.001179677701359818,"BGMU needs to be held accountable for their rates and ""averages."""
81,100,89.6%,0.6928260357815442,0.0167418555177017,"We need to focus more on the existing housing in BG, including renovations and improvements."
82,125,85.9%,0.6913967611336033,0.01298716983887172,Go to underground utilities. Scottsville rd and the by-pass look awful.
83,311,89.4%,0.6891891891891891,0.0016113351714810264,Parking on the WKU campus should be more accessible to students and visitors.
84,86,89.2%,0.6871212955822409,0.018478973774543245,"We need urban planning to ensure that mixed use housing, shopping and new neighborhoods are created to make our community better"
85,476,85.7%,0.6857142857142857,0.00035799418059265903,"Smallhouse Rd (at Campbell Ln) heading into town needs to be widened to have room for three lanes (left turn, straight, right turn)."
86,282,86.6%,0.6831683168316832,0.002207967556035456,Planning and zoning laws should change to encourage small businesses and farms.
87,176,86.1%,0.6830357142857143,0.00698829655086394,Junking up highways/roadways with signs should not be the primary way tourism is promoted.
88,1,90.0%,0.6819893664155959,0.06707385032773272,The arts are an important component of K-12 education.
89,92,88.9%,0.6819298637480455,0.017832925589526875,The university and city should develop stronger mutually beneficial partnerships.
90,188,89.4%,0.680672268907563,0.006178877848902425,Affordable supports for the elderly and aging population are needed in our community.
91,79,85.2%,0.6792985759679887,0.019609738440620163,The access roads off Scottsville Rd are terrible. They provide constant traffic jams and can be dangerous. We need to budget to fix them.
92,185,82.9%,0.6768377253814147,0.006289242832938402,We need look for a Natcher connection on Three Springs or Elrod Rd
93,336,89.5%,0.6766766766766766,0.001267212056172732,We must ensure historic preservation codes are properly enforced in our historic districts; lack of consistency erodes our unique aesthetic.
94,88,85.8%,0.676389526871842,0.018452972928889356,Wish the airport would get better flights. WheelsUp was cool but need more locations. Sad Owensboro is so far ahead there.
95,422,89.3%,0.6761074800290486,0.000566943629770391,Sewer should be required to be run to all new subdivisions and cost should be split between city/county water systems and builders
96,441,89.9%,0.6722689075630253,0.00048396842842819286,More affordable home ownership options.
97,236,91.1%,0.6719771241830065,0.0036306377570019515,Consider asking low-income or disabled residents what they really need.
98,499,83.6%,0.6710526315789473,0.0002823106275586241,The main problem facing is the workforce development. There is over 6500 jobs open in Warren County. This is a big issue.
99,248,85.0%,0.6688524590163933,0.003034990839238059,It should be mandatory for all homes/businesses to have visible marking on mailbox and building for their address.
100,157,84.9%,0.6664780763790665,0.00947070449873554,More parking downtown.  There are too many reserved spaces which should be available in the evening.
101,121,84.2%,0.6664626058565453,0.0134401972853206,The homeless population is getting out of hand. We need to find better methods for curtailing and rehabing and keeping them off the streets.
102,432,84.3%,0.6661665416354088,0.0005131458344604115,WRECC should provide internet services.
103,271,90.3%,0.6638755980861244,0.0023999970105261035,Arts education should be available in every school in Warren County and other surrounding areas.
104,51,86.7%,0.662848614868016,0.026266312353859633,Every railroad crossing needs an elevating arm. Too many near accidents for something so inexpensive.
105,106,89.9%,0.6618644067796611,0.016279792833312216,Job training programs for lower income
106,409,85.4%,0.6609970674486804,0.0006421659173406743,"Locally owned, small businesses should get incentives and assistance -- not chains and outside investors."
107,147,83.8%,0.6608333670128925,0.011134458614909717,"Planning & Zoning need to do a better job of listening & working with residents. It's not next to their house, so they don't care!"
108,300,91.1%,0.6599326599326599,0.0017870155402241147,Community Education provides after-school care necessary to working parents.  Funding should not be cut.
109,288,85.8%,0.6593684210526315,0.002058828392524089,"Whenever land is bought by the city/county, the seller and amount sold for needs to be transparent, rather than “LLC” as listed seller."
110,272,87.0%,0.6582210242587601,0.0023802873261099724,"We have an estimated 125,000 people but we still don't have a hospital that is trauma center and have to ship everyone to TN or Louisville."
111,421,89.3%,0.6574675324675324,0.0005707747209834616,"If people are suggesting more advertising for tourists, there needs to be things for tourists to do."
112,117,83.5%,0.655359565807327,0.014441627677972677,Traffic improvement on the so-called Bypass.  Most cities actually have a bypass.  Bowling Green doesn't have one.
113,234,84.1%,0.6550197439272466,0.00370466727845644,"Require 4 yr HS lifeskills class, how to: family finance, file tax, repair/maintain car, repair/maintain home, cook/sew, apply/interview job"
114,389,82.8%,0.6545454545454547,0.0007817717431794044,"There should be more effort put into teaching students about any potential harmful side effects of drugs, illegal or otherwise."
115,136,86.8%,0.6537598204264872,0.011805202442268544,Local food and small farms are one of BG best attractions.
116,158,85.7%,0.6534653465346536,0.009364517458692517,Bowling Green should spend less time redoing the same sidewalks over and over again and focus on the areas that actually need improvement.
117,289,86.1%,0.6518518518518518,0.002034608139338557,Drivers tests in BG should test over the rules of a turnabout.
118,281,89.9%,0.6508928571428572,0.002212820933230423,"Higher education is intended to help young people develop into informed, well-rounded citizens who contribute positively to society."
119,235,85.0%,0.6497743838944811,0.00366744139582389,"Bowling Green would be better if it didn't have the ""Good Ole Boy"" system among so many."
120,181,84.3%,0.6455769602474067,0.006729074204469337,Allow residence of an area to vote on new developments that might have impact on them opposed to commissioners/magistrates getting kickbacks
121,128,88.7%,0.6442303864984277,0.01255960124535808,Human trafficking in Bowling Green needs to be investigated by the FBI before it becomes a larger problem swept under the rug.
122,76,83.7%,0.6432474273745561,0.02043281239675544,The population has out grown the infrastructure in bg/ warren county.
123,42,89.2%,0.6430057388809182,0.028785960990599324,"A clean, efficient public transportation system would be a huge help to those with limited ability or desire to drive."
124,211,88.9%,0.6354283576505798,0.004926880573747757,Better public transit and runs 24 /7 so people without cars can get to work. Also more stops added in residential areas.
125,277,82.4%,0.6351351351351352,0.002312561049244766,fines for leaving dog feces in public areas needs to be enforced
126,64,88.1%,0.6332365423274514,0.02313750790723008,"Recycling services need to be expanded & improved. With growing population, think of how much land will become dump sites...Ridiculous!"
127,474,84.6%,0.631578947368421,0.0003683202088159275,Support more local chefs and brewers! White Squirrel is fantastic and I want to see more of it in BG!
128,13,86.6%,0.6308580443902615,0.04506273871018946,Beautification projects and other quality-of-life enhancements like parks and libraries help attract new residents and industries to our city/county.
129,40,86.4%,0.6262958461428468,0.029070529884733187,More concerts should be held in Bowling Green
130,339,82.0%,0.6261808367071525,0.0012314855997655957,Greek Life should be monitored on WKU's campus.
131,267,86.9%,0.6252631578947369,0.002480474312493437,Please increase more family friendly activities
132,351,93.1%,0.6249411764705882,0.0010613458352621268,Provide accessible transportation for seniors that have difficulty driving
133,81,81.8%,0.6246630727762804,0.0193807182714592,Busy roads like the by pass either need turn lanes or block left hand turns except at stop lights.
134,360,84.7%,0.6243386243386243,0.0009643419441202395,"City/county leaders should be cautious of ""build it and they will come"" mentality for growth and development."
135,190,83.1%,0.6234150464919695,0.006086059253338809,Term limits should be initiated on county executives.
136,56,86.7%,0.6210988332340811,0.0242332624116062,We should be incentivizing higher paying jobs coming to BG. Cost of living is outrunning wages and it's starting to be a problem.
137,41,84.5%,0.6206626535506289,0.028998738355607522,Bowling Green needs to attract business like Costco and Trader Joe's to keep residents from driving to Nashville on weekends
138,204,88.0%,0.6190695532012898,0.0051436343716215124,apartment complexes should be required to participate in recycling program
139,153,82.9%,0.6188494492044064,0.010246210723051952,Local elected government officials should not be able to hold a seat and also be on the TIF board or other unelected boards.
140,362,81.2%,0.6162790697674418,0.0009548909576487319,Expand Nashville Rd all the way past Chaney’s & Buchanan park.  Very dangerous area.. very much so for a school area & young drivers.
141,294,80.0%,0.6157894736842106,0.0018974317620614517,Farmers shouldn’t need a permit to build a fence.
142,244,85.7%,0.6154792666420574,0.003294746489210333,There are no public adult swim facilities in Bowling Green for year around physical use. The Lovers Lane Complex should be made available
143,437,84.9%,0.6133333333333333,0.0004905142017434178,There should be officers more readily available to the county areas; ex. for domestic violence disputes.
144,142,86.0%,0.6128540479820268,0.01137489077589568,Post-secondary training programs for special education students.
145,332,81.2%,0.6113013698630138,0.0013106621691631912,"Planning & Zoning Board needs an overhaul. Fewer builders appointed, fairness to opposition, stop rubber stamping by P&Z and City Comm."
146,348,79.1%,0.6084637268847795,0.001081242247027382,stronger enforcement of junk cars in yards and trashy looking yards in general
147,359,81.9%,0.6081081081081081,0.0009652306204774854,Bowling Green should have basic zoning mandates in order to beautify decrepit buildings/gravel lawns/general trashiness.
148,335,87.6%,0.606081081081081,0.0012685224960406409,Bowling Green needs more accessible programs for mentorships of young adults and teenagers.
149,391,87.0%,0.6050420168067226,0.0007552817597180547,Low-income areas should get beautification money -- not the wealthy who can afford it themselves.
150,54,87.6%,0.6040850965340329,0.02486373184719419,Our sidewalks need more connectivity. It's too piecemealed and makes some areas unusable.
151,428,84.2%,0.6037735849056604,0.0005221596345515766,Street lights should be required on residential streets in town. Too many dark corners.
152,555,83.8%,0.6028708133971292,0.0001404149657614518,Encourage growth of OTA tv stations. Lots of cord cutters and shavers enjoy the HD content they can get with an antenna.
153,290,84.7%,0.6028257456828885,0.0020313752284118673,"We need to renovate the run down businesses and store fronts, instead of building new places"
154,528,80.9%,0.6015384615384616,0.00021007636673488347,The traffic intersection at Scottsville Rd and Pascoe Blvd needs some immediate attention as far as congestion.  It's very unsafe.
155,167,83.5%,0.6014772351449674,0.007757759158517706,"People want it all, without paying for anything. A healthy community requires taxes people."
156,139,83.6%,0.600776397515528,0.011629379050345603,The lack of leadership regarding adequate planning and zoning in BG is discouraging.
157,223,86.0%,0.6005681818181818,0.0045095354933370815,We need more mixed-use developments so people live closely to all basic needs. Mix business and residential zones and increase walkability.
158,93,81.6%,0.5997013439522151,0.017756301053908397,Some local politicians abuse their power and get away with more than normal citizens.
159,380,89.6%,0.5987525987525988,0.0008367681334962592,There should be a push to improve mental health awareness and availability in Bowling Green.
160,191,78.9%,0.598473860124866,0.005999211017132876,"There are intersections such as the access road along Scottsville that to be reworked, possibly into roundabout or similar designs."
161,503,85.2%,0.5972972972972973,0.0002777853240225797,Better visibility on roads. Reflectors and better signage
162,137,78.3%,0.5961538461538461,0.011684758880266304,Bowling Green needs stricter code enforcement on property use and condition in some neighborhoods.
163,330,84.3%,0.5944186046511628,0.0013431467284215493,Warren county needs to be more proactive about keeping their county maps up to date of new roads or developments especially online. (Google)
164,292,86.2%,0.5923650724001756,0.0020187969673938918,More local produce should be incorporated into public school's lunchrooms
165,315,75.4%,0.5869565217391304,0.0015597844696484033,"Fountain Square is experiencing an increase in aggressive panhandling, BGPD needs to establish their presence for citizen's safety."
166,450,80.6%,0.586940572267058,0.00045376795509517335,"Consistent, once a month testing of our emergency sirens, not just before potential bad weather."
167,27,88.0%,0.5868751376348821,0.035295577777199195,People in Bowling Green should not be discriminated against based on their sexual orientation.
168,533,82.6%,0.5861513687600645,0.00019716863827340714,There are large fees with the few currently available indoor pools.
169,124,83.6%,0.5836687359301452,0.013058525646335768,"SKYPAC needs to bring in younger, more entertaining acts. It will fall apart if they keep only catering to 50+. Could be a great venue."
170,611,100.0%,0.5833333333333333,4.7361398425392125e-06,"I would like to see Bowling Green become more walk-able. Look to Columbus, IN for ideas."
171,177,81.5%,0.58125,0.006882548122337174,There should be greater checks on our County and City executives. They don't wield too much power but they do wield far too much influence.
172,326,86.2%,0.5793103448275861,0.0013594085632065685,"We need to SHADE street lamps. This actually increases visibility, reduces glare, and saves energy/ money. Using LEDs would save money, too."
173,325,82.8%,0.5785714285714285,0.0013634845901963834,Businesses and multi-family dwellings should be required to offer and use recycling services.
174,233,84.1%,0.5782312925170068,0.0037202337354496164,Bowling Green should try to emulate Owensboro's Friday night programs downtown.
175,375,81.7%,0.5777777777777777,0.0008617025610262853,"Recycling services need to be improved and modernized. Current contractor uses outdated equipment, services are messy, company unresponsive."
176,331,84.3%,0.5761904761904761,0.001318876032701783,Need term limits for all local elected officiałs
177,276,78.3%,0.5748917748917749,0.0023594087467325568,"Some county roads, such as Hammett Hill Road, are so narrow it's hard for two cars to pass. Surely they could make them a little wider."
178,123,85.9%,0.5743724120082816,0.013165771711782542,"I hope BG can one day link the short, scattered bicycle paths."
179,216,77.7%,0.5742123045493831,0.0047991783315865936,"Residential Parking Permits for areas near WKU. We can rescue our yards from parking. We pay property taxes for the students' convenience,"
180,71,85.5%,0.5719136395669165,0.021792860585095986,"Bowling Green needs Community Enrichment Classes that include woodworking, welding, gardening and general home beautification for hobbyist."
181,612,100.0%,0.5714285714285714,4.476636004645877e-06,Require business to pick up the litter they and their customers generate.
182,301,79.3%,0.5700177760221213,0.001784481424224369,The WKU Nursing Program should be expanded so we have more nurses
183,304,83.9%,0.5694249649368864,0.001745146248763326,Free WIFI in certain areas - particularly around Fountain Squre
184,397,80.4%,0.5688025210084033,0.0007178851129095355,There are not enough family-centered activities to do down town.
185,109,85.9%,0.5685245506092411,0.015564171604676722,"Better incorporation of university resources in community, including Kentucky Museum."
186,134,86.9%,0.5684913318918099,0.011949389522048465,"With drug use being so prevalent in Warren county, better treatment options need to be offered."
187,338,79.3%,0.5651041666666667,0.0012436805048213495,Make Scott Waste follow their contract - Return trash cans next to the house and not leave them on the sidewalks.  Keep BG clean!
188,113,83.5%,0.5637583892617449,0.01478070483041671,City and county parks departments should provide more programming for adults and seniors.
189,115,83.0%,0.5635593220338982,0.014651558624483535,BG needs more Summer weekend festivals/activities
190,327,80.8%,0.5614973262032085,0.0013558959527605844,Connect business parking lots to reduce unnecessary traffic on main roadways
191,152,81.3%,0.5608841366102777,0.010298892817360697,I wish we had train service to Nashville
192,309,82.5%,0.5561079545454546,0.00168917547913666,Louisville rd area needs more businesses and restaurants extending out towards the factories to also bring in revenue from Edmonson Co.
193,148,76.8%,0.5559271646228169,0.01100471845107433,Opinion pieces without a specific author make it more confusing to determine whether a media source is biased or not.
194,425,78.9%,0.5551257253384912,0.000552255398515454,A way to improve Bowling Green and the surrounding areas is to improve traffic flow & circulation by limiting the number of traffic lights.
195,63,77.8%,0.5548136371665784,0.023289191077689047,Zoning changes should only be made with the consent of a majority of the neighbors in the affected area.
196,472,86.4%,0.552930056710775,0.0003707642917668934,After school activity centers for youth with later hours of operation.
197,107,85.0%,0.5522222222222223,0.016205524230344655,Bike lanes that are wide enough to safely ride on without fear of being hit by passing cars.
198,254,75.1%,0.5515015806111697,0.002898631167319266,People need to do all their research before accusing local officials of using their influence for personal gain.
199,305,82.2%,0.5499571183533448,0.0017179629512595947,Historic preservation of homes and buildings needs countywide attention to maintain our unique architectural heritage.
200,78,74.7%,0.5488165680473372,0.01970445982552923,We are loosing the city’s long established neighborhoods to multi family developments that do not fit in with the single family residences
201,283,82.5%,0.5459119496855346,0.0021786978017126193,BG police should improve officer training and should be held accountable for abuse of power.
202,94,79.9%,0.5456710563182965,0.017248521725919293,The entire bypass area is an eyesore and there needs to be a concerted effort like a TIF to revitalize this crucial part of town.
203,411,79.5%,0.5447941888619855,0.0006174862843810599,The city & county school districts need to be re-evaluated The yards/houses that touch Potter Grays playground r all County school districts
204,99,85.2%,0.5421582959173018,0.016960303249585716,"Funding and support should be given to the existing BG buses, to expand their service area and improve accessibility."
205,257,75.3%,0.5421539961013645,0.002829997337392077,Parking lots should be monitored to prevent illegal parking in handicap spaces.
206,46,82.1%,0.5411734919931641,0.02795683886344463,There is not enough done for tourism in Warren Co. We offer much more than Corvettes and we should be promoting other activities.
207,496,88.1%,0.5380434782608696,0.0002884020222215597,City and County should convert existing street lighting to Dark Sky Complaint Lights. #Nomoreorangeglow
208,308,74.5%,0.5380370516357903,0.0016923667682789032,"With a circle, widen Fairview with a left-turn lane west of cemetery."
209,297,84.2%,0.5377796538623891,0.0018498540936121588,Higher paying jobs- the ability to move up with reasonable raises.
210,438,81.8%,0.5377229080932785,0.0004887918546573151,Commitment to healthy lifestyles
211,229,80.5%,0.535425101214575,0.004052873839919725,Bowling green needs to work in beautifying the city . More Boulvard like roads with planted flowers and reducing overhead utility clusters.
212,506,74.5%,0.532258064516129,0.00026566998445579293,Complete the ky. 185 restructuring project.
213,333,84.9%,0.5300127713920817,0.0012968088023303727,"Sex education should include information about consent, safe sex practices, and STD spread and prevention."
214,295,80.6%,0.5271920088790233,0.0018902863902549873,We should have a commuting service between here & Nashville.
215,374,74.8%,0.5268895348837209,0.0008802093794643172,Lower taxes by auditing every department for total accountability & make cuts where possible. Stop city government waste.
216,356,77.4%,0.5267857142857143,0.001016273008254613,Doctors who prescribe pain and tranquilizing meds too easily fuel the drug dependency crisis.
217,119,73.7%,0.5246186029899484,0.013816824655552853,Leash laws should be more strictly enforced in both the city and county
218,364,85.7%,0.5241379310344827,0.0009485158464402996,A kayak trail from Lampkin Park to Barren River. Improved River access.
219,280,72.8%,0.5238095238095237,0.002266279052270381,Should be an interstate exit for the Woodburn area it could help decrease BG congestion and let people bypass BG all together
220,307,83.1%,0.5225522552255225,0.0017106836634419237,Indoor swimming pools for public use and therapy year around without time restrictions due to special swim leagues. Encourage healthier life
221,247,75.1%,0.5211267605633803,0.0031298484813062546,Recycling should be encouraged by not charging for the service
222,556,74.4%,0.5181818181818182,0.00014038816835636249,"Access Rd, east side of Scottsville Rd. in shopping dist causes congestion. Give right of way to access road or cross streets, not a mix!"
223,34,85.8%,0.5179945359226168,0.03151728906511119,More bike trails and walking trails would be a great addition.
224,310,77.9%,0.5177387914230019,0.0016208034584202456,Apartments for 55 and older that are upscale and lovely.
225,96,69.9%,0.5177170087656021,0.01709648226707177,University management bears more responsibility than federal and state education funding cuts for tuition rising so much over the years.
226,436,79.5%,0.5171717171717172,0.0004905902310826549,"We need more activities/places to go for teenagers; basically all there is are places to eat, the mall, and the bowling alley"
227,37,81.3%,0.516855952773366,0.030033993409528704,We need more things to do for ages 1-6. A children’s museum or a small science museum would be wonderful.
228,263,74.3%,0.5159521435692922,0.002612669032866224,Noise ordinances should be enacted and enforced in the county as they are in the city.
229,80,81.7%,0.513386066321874,0.01946790245720742,Institute a business development grant that encourages WKU grads to stay in Bowling Green by starting local businesses.
230,373,75.5%,0.5113636363636364,0.0008827213747677798,Lease laws should be enacted and enforced in the county as they are in the city.
231,101,83.5%,0.5109243697478991,0.016675556254247086,Publicizing more cultural activities other than the Bowling Green International Festival.
232,198,80.6%,0.5107389162561576,0.005538271128092814,We need to commit more resources to the North-Northeast ends of town. Blue collar people who help make Bowling Green what is. Too neglected.
233,400,73.9%,0.5106382978723404,0.0006971087821181179,"More sidewalks would be great, but first let’s stop people parking on them.  Or stop spending money building them.  Whichever."
234,189,72.8%,0.5099745012749363,0.006178346769991305,Local fuel prices need to investigated.
235,402,70.1%,0.5098039215686274,0.0006887180557865003,"I see a lot of folks with expired tags on cars, both in state and out of state. Police need to enforce the laws and write more tickets."
236,515,79.6%,0.5096525096525096,0.0002377778882923264,City schools should be redistricted to more evenly distribute the kids.
237,11,75.2%,0.508758198159294,0.04631724508176793,"I should be able to vote in city elections if I pay city taxes, even though I may live in the county."
